001	58	1
001	79	0
001	58	1
001	160	0
001	58	1
001	132	0
001	58	1
001	122	0
001	58	1
001	45	0
001	58	1
001	183	0
001	58	1
001	170	0
001	58	1
001	33	0
001	58	1
001	139	0
001	58	1
001	58	0
001	78	1
001	138	0
001	78	1
001	60	0
001	78	1
001	45	0
001	78	1
001	154	0
001	78	1
001	144	0
001	78	1
001	167	0
001	78	1
001	199	0
001	78	1
001	146	0
001	78	1
001	160	0
001	78	1
001	194	0
001	102	1
001	3	0
001	102	1
001	83	0
001	102	1
001	86	0
001	102	1
001	194	0
001	102	1
001	122	0
001	102	1
001	34	0
001	102	1
001	149	0
001	102	1
001	80	0
001	102	1
001	157	0
001	102	1
001	160	0
001	104	1
001	130	0
001	104	1
001	199	0
001	104	1
001	25	0
001	104	1
001	26	0
001	104	1
001	138	0
001	104	1
001	12	0
001	104	1
001	86	0
001	104	1
001	21	0
001	104	1
001	183	0
001	104	1
001	45	0
002	10	1
002	135	0
002	10	1
002	93	0
002	10	1
002	123	0
002	10	1
002	134	0
002	10	1
002	200	0
002	10	1
002	136	0
002	10	1
002	75	0
002	10	1
002	187	0
002	10	1
002	126	0
002	10	1
002	130	0
002	151	1
002	37	0
002	151	1
002	107	0
002	151	1
002	125	0
002	151	1
002	171	0
002	151	1
002	33	0
002	151	1
002	196	0
002	151	1
002	144	0
002	151	1
002	158	0
002	151	1
002	89	0
002	151	1
002	188	0
003	138	1
003	44	0
003	138	1
003	31	0
003	138	1
003	125	0
003	138	1
003	66	0
003	138	1
003	27	0
003	138	1
003	67	0
003	138	1
003	137	0
003	138	1
003	94	0
003	138	1
003	78	0
003	138	1
003	168	0
003	143	1
003	129	0
003	143	1
003	8	0
003	143	1
003	97	0
003	143	1
003	66	0
003	143	1
003	24	0
003	143	1
003	107	0
003	143	1
003	174	0
003	143	1
003	40	0
003	143	1
003	135	0
003	143	1
003	145	0
004	68	1
004	61	0
004	68	1
004	5	0
004	68	1
004	108	0
004	68	1
004	158	0
004	68	1
004	114	0
004	68	1
004	101	0
004	68	1
004	110	0
004	68	1
004	141	0
004	68	1
004	95	0
004	68	1
004	47	0
004	74	1
004	119	0
004	74	1
004	57	0
004	74	1
004	199	0
004	74	1
004	158	0
004	74	1
004	145	0
004	74	1
004	166	0
004	74	1
004	107	0
004	74	1
004	89	0
004	74	1
004	118	0
004	74	1
004	51	0
004	112	1
004	4	0
004	112	1
004	74	0
004	112	1
004	185	0
004	112	1
004	181	0
004	112	1
004	123	0
004	112	1
004	162	0
004	112	1
004	184	0
004	112	1
004	25	0
004	112	1
004	183	0
004	112	1
004	142	0
004	152	1
004	4	0
004	152	1
004	141	0
004	152	1
004	183	0
004	152	1
004	136	0
004	152	1
004	92	0
004	152	1
004	157	0
004	152	1
004	166	0
004	152	1
004	128	0
004	152	1
004	76	0
004	152	1
004	145	0
004	184	1
004	7	0
004	184	1
004	137	0
004	184	1
004	185	0
004	184	1
004	14	0
004	184	1
004	119	0
004	184	1
004	95	0
004	184	1
004	196	0
004	184	1
004	75	0
004	184	1
004	107	0
004	184	1
004	8	0
005	1	1
005	157	0
005	1	1
005	182	0
005	1	1
005	144	0
005	1	1
005	134	0
005	1	1
005	66	0
005	1	1
005	49	0
005	1	1
005	53	0
005	1	1
005	172	0
005	1	1
005	77	0
005	1	1
005	68	0
005	17	1
005	189	0
005	17	1
005	26	0
005	17	1
005	75	0
005	17	1
005	159	0
005	17	1
005	122	0
005	17	1
005	199	0
005	17	1
005	195	0
005	17	1
005	200	0
005	17	1
005	44	0
005	17	1
005	156	0
005	78	1
005	56	0
005	78	1
005	75	0
005	78	1
005	78	0
005	78	1
005	95	0
005	78	1
005	74	0
005	78	1
005	182	0
005	78	1
005	22	0
005	78	1
005	81	0
005	78	1
005	156	0
005	78	1
005	170	0
005	91	1
005	197	0
005	91	1
005	25	0
005	91	1
005	193	0
005	91	1
005	33	0
005	91	1
005	81	0
005	91	1
005	3	0
005	91	1
005	91	0
005	91	1
005	153	0
005	91	1
005	180	0
005	91	1
005	31	0
005	95	1
005	189	0
005	95	1
005	77	0
005	95	1
005	53	0
005	95	1
005	150	0
005	95	1
005	58	0
005	95	1
005	192	0
005	95	1
005	100	0
005	95	1
005	158	0
005	95	1
005	163	0
005	95	1
005	7	0
005	114	1
005	172	0
005	114	1
005	95	0
005	114	1
005	156	0
005	114	1
005	1	0
005	114	1
005	131	0
005	114	1
005	22	0
005	114	1
005	53	0
005	114	1
005	146	0
005	114	1
005	90	0
005	114	1
005	144	0
005	158	1
005	134	0
005	158	1
005	29	0
005	158	1
005	193	0
005	158	1
005	153	0
005	158	1
005	180	0
005	158	1
005	91	0
005	158	1
005	144	0
005	158	1
005	75	0
005	158	1
005	174	0
005	158	1
005	25	0
006	35	1
006	137	0
006	35	1
006	101	0
006	35	1
006	150	0
006	35	1
006	111	0
006	35	1
006	123	0
006	35	1
006	165	0
006	35	1
006	8	0
006	35	1
006	55	0
006	35	1
006	84	0
006	35	1
006	134	0
006	91	1
006	181	0
006	91	1
006	66	0
006	91	1
006	104	0
006	91	1
006	71	0
006	91	1
006	108	0
006	91	1
006	156	0
006	91	1
006	110	0
006	91	1
006	150	0
006	91	1
006	51	0
006	91	1
006	143	0
007	49	1
007	96	0
007	49	1
007	163	0
007	49	1
007	91	0
007	49	1
007	169	0
007	49	1
007	42	0
007	49	1
007	161	0
007	49	1
007	132	0
007	49	1
007	193	0
007	49	1
007	48	0
007	49	1
007	112	0
007	53	1
007	160	0
007	53	1
007	123	0
007	53	1
007	171	0
007	53	1
007	120	0
007	53	1
007	11	0
007	53	1
007	72	0
007	53	1
007	15	0
007	53	1
007	98	0
007	53	1
007	154	0
007	53	1
007	8	0
007	65	1
007	154	0
007	65	1
007	129	0
007	65	1
007	104	0
007	65	1
007	160	0
007	65	1
007	106	0
007	65	1
007	58	0
007	65	1
007	135	0
007	65	1
007	170	0
007	65	1
007	178	0
007	65	1
007	119	0
007	175	1
007	40	0
007	175	1
007	199	0
007	175	1
007	128	0
007	175	1
007	100	0
007	175	1
007	160	0
007	175	1
007	118	0
007	175	1
007	36	0
007	175	1
007	123	0
007	175	1
007	152	0
007	175	1
007	106	0
008	28	1
008	159	0
008	28	1
008	16	0
008	28	1
008	4	0
008	28	1
008	65	0
008	28	1
008	190	0
008	28	1
008	87	0
008	28	1
008	14	0
008	28	1
008	104	0
008	28	1
008	35	0
008	28	1
008	98	0
008	32	1
008	126	0
008	32	1
008	131	0
008	32	1
008	91	0
008	32	1
008	192	0
008	32	1
008	55	0
008	32	1
008	40	0
008	32	1
008	179	0
008	32	1
008	73	0
008	32	1
008	176	0
008	32	1
008	159	0
008	73	1
008	81	0
008	73	1
008	187	0
008	73	1
008	17	0
008	73	1
008	38	0
008	73	1
008	35	0
008	73	1
008	171	0
008	73	1
008	131	0
008	73	1
008	164	0
008	73	1
008	126	0
008	73	1
008	91	0
008	76	1
008	190	0
008	76	1
008	125	0
008	76	1
008	141	0
008	76	1
008	192	0
008	76	1
008	10	0
008	76	1
008	64	0
008	76	1
008	179	0
008	76	1
008	171	0
008	76	1
008	81	0
008	76	1
008	90	0
008	87	1
008	146	0
008	87	1
008	158	0
008	87	1
008	175	0
008	87	1
008	55	0
008	87	1
008	91	0
008	87	1
008	78	0
008	87	1
008	173	0
008	87	1
008	132	0
008	87	1
008	17	0
008	87	1
008	131	0
008	122	1
008	11	0
008	122	1
008	30	0
008	122	1
008	179	0
008	122	1
008	159	0
008	122	1
008	157	0
008	122	1
008	185	0
008	122	1
008	188	0
008	122	1
008	55	0
008	122	1
008	176	0
008	122	1
008	29	0
008	167	1
008	35	0
008	167	1
008	88	0
008	167	1
008	185	0
008	167	1
008	46	0
008	167	1
008	160	0
008	167	1
008	27	0
008	167	1
008	145	0
008	167	1
008	192	0
008	167	1
008	107	0
008	167	1
008	140	0
008	170	1
008	117	0
008	170	1
008	157	0
008	170	1
008	152	0
008	170	1
008	5	0
008	170	1
008	17	0
008	170	1
008	88	0
008	170	1
008	91	0
008	170	1
008	34	0
008	170	1
008	200	0
008	170	1
008	87	0
009	28	1
009	174	0
009	28	1
009	85	0
009	28	1
009	44	0
009	28	1
009	177	0
009	28	1
